ISO Code;Country Name;Holiday Date;Holiday ID;Holiday Name;Holiday Observance;Calendar;Rule Last Updated
CX;Christmas Island;46300;27275;Territory Day;;;39783
CX;Christmas Island;46381;27276;Christmas Day;;;42219
CX;Christmas Island;46382;27277;Boxing Day;;;44464
CX;Christmas Island;46384;27277;Boxing Day Holiday;;;44464
CC;Cocos (Keeling) Islands;46023;27278;New Year's Day;;;39783
CC;Cocos (Keeling) Islands;46048;27279;Australia Day;;;39783
CC;Cocos (Keeling) Islands;46101;27285;Hari Raya Puasa;;Muslim (Arithmetical);45297
CC;Cocos (Keeling) Islands;46115;27283;Good Friday;;Easter;39783
CC;Cocos (Keeling) Islands;46118;27291;Easter Monday;;Easter;40422
CC;Cocos (Keeling) Islands;46119;27290;Act of Self Determination Day;;;45297
CC;Cocos (Keeling) Islands;46137;27284;ANZAC Day;;;39783
CC;Cocos (Keeling) Islands;46139;27284;ANZAC Day Holiday;;;39783
CC;Cocos (Keeling) Islands;46169;27287;Hari Raya Haji;;Muslim (Arithmetical);45545
CC;Cocos (Keeling) Islands;46181;34223;King's Birthday Holiday;;;45545
CC;Cocos (Keeling) Islands;46260;27292;Hari Maulad Nabi (Mohammad's Birthday);;Muslim (Arithmetical);43297
CC;Cocos (Keeling) Islands;46381;27288;Christmas Day;;;42219
CC;Cocos (Keeling) Islands;46382;27289;Boxing Day;;;44464
CC;Cocos (Keeling) Islands;46384;27289;Christmas Holiday;;;44464
CO;Colombia;46023;17948;New Year's Day;;;38230
CO;Colombia;46034;17949;Epiphany Holiday;;;39461
CO;Colombia;46104;17950;Saint Joseph's Day Holiday;;;39461
CO;Colombia;46114;17951;Maundy Thursday;;Easter;38578
CO;Colombia;46115;17952;Good Friday;;Easter;38230
CO;Colombia;46143;17954;Labor Day;;;38230
CO;Colombia;46160;17955;Ascension Holiday;;Easter;38230
CO;Colombia;46181;22698;Corpus Christi Holiday;;Easter;38574
CO;Colombia;46188;22013;Sagrado Corazon (Sacred Heart Holiday);;Easter;38933
CO;Colombia;46202;17958;Saints Peter and Paul's Day;;;39461
CO;Colombia;46223;17959;Independence Day;;;38230
CO;Colombia;46241;17960;Battle of Boyacá Day;;;38574
CO;Colombia;46251;17961;Assumption Day Holiday;;;39461
CO;Colombia;46307;17962;Día de la Raza (Columbus Day);;;39461
CO;Colombia;46328;17963;All Saints' Day Holiday;;;39461
CO;Colombia;46342;17964;Cartagena Independence Holiday;;;39461
CO;Colombia;46364;17965;Immaculate Conception Day;;;38230
CO;Colombia;46381;17966;Christmas Day;;;38230
KM;Comoros;46023;22656;New Year's Day;;;38572
KM;Comoros;46070;36487;Jour de la Réconciliation Nationale;;;46016
KM;Comoros;46100;22662;Ide el Fitr (End of Ramadan);;Muslim;39466
KM;Comoros;46101;22662;Ide el Fitr (End of Ramadan);;Muslim;39466
KM;Comoros;46102;22662;Ide el Fitr (End of Ramadan);;Muslim;39466
KM;Comoros;46143;22666;Labour Day;;;38941
KM;Comoros;46169;22657;Ide el Kabir (Feast of Sacrifice);;Muslim;39485
KM;Comoros;46170;22657;Ide el Kabir Holiday;;Muslim;39485
KM;Comoros;46189;22658;Muharram (Islamic New Year);;Muslim;38572
KM;Comoros;46209;22663;Fête d'Indépendance (National Day);;;46016
KM;Comoros;46210;36488;Lendemain de la Fête d'Indépendance;;;46016
KM;Comoros;46259;22659;Mouloud (The Prophet's Birthday);;Muslim;45905
KM;Comoros;46338;31535;Journée nationale Mahorais;;;44042
CD;Congo, Dem. Rep. (Zaire);46023;36186;New Year's Day;;;46035
CD;Congo, Dem. Rep. (Zaire);46027;36187;Martyrs' Day Holiday;;;46035
CD;Congo, Dem. Rep. (Zaire);46038;36193;Heroes' Day (Laurent Kabila);;;46035
CD;Congo, Dem. Rep. (Zaire);46041;36194;Heroes' Day Holiday;;;46035
CD;Congo, Dem. Rep. (Zaire);46118;36196;Founding of the Kimbanguiste Church;;;46035
CD;Congo, Dem. Rep. (Zaire);46143;36188;Labour Day;;;46035
CD;Congo, Dem. Rep. (Zaire);46160;36192;National Revolution and Armed Forces Day Holiday;;;46035
CD;Congo, Dem. Rep. (Zaire);46203;36189;Independence Day;;;46035
CD;Congo, Dem. Rep. (Zaire);46237;36190;Parents' Day Holiday;;;46035
CD;Congo, Dem. Rep. (Zaire);46238;36292;Congolese Genocide Day Holiday;;;46035
CD;Congo, Dem. Rep. (Zaire);46381;36191;Christmas Day;;;46035
CG;Congo, Republic of the;46023;17967;New Year's Day;;;38230
CG;Congo, Republic of the;46024;30337;Public Holiday;;2026 Only;46024
CG;Congo, Republic of the;46118;24631;Easter Monday;;Easter;38939
CG;Congo, Republic of the;46143;17973;Labour Day;;;38230
CG;Congo, Republic of the;46156;24632;Ascension Day;;Easter;38939
CG;Congo, Republic of the;46167;24634;Whit Monday;;Easter;38939
CG;Congo, Republic of the;46183;24635;Reconciliation Day;;;38939
CG;Congo, Republic of the;46249;17978;National Day (Fête Nationale);;;39476
CG;Congo, Republic of the;46327;24636;All Saints' Day;;;38939
CG;Congo, Republic of the;46354;29230;Republic Day (Jour de la République);;;40507
CG;Congo, Republic of the;46381;17980;Christmas Day;;;38230
CK;Cook Islands;46023;23203;New Year's Day;;;39316
CK;Cook Islands;46024;23204;Second Day of the New Year;;;39517
CK;Cook Islands;46115;23206;Good Friday;;Easter;38580
CK;Cook Islands;46118;23208;Easter Monday;;Easter;38580
CK;Cook Islands;46137;23209;ANZAC Day;;;38580
CK;Cook Islands;46174;23210;The Sovereign's Birthday;;;38580
CK;Cook Islands;46206;30239;Ra o te Ui Ariki;;;43843
CK;Cook Islands;46238;23223;Constitution Day;;;39301
CK;Cook Islands;46321;23211;National Gospel Day;;;39301
CK;Cook Islands;46381;23213;Christmas Day;;;39316
CK;Cook Islands;46382;23214;Boxing Day;;;39316
CK;Cook Islands;46384;23214;Christmas Holiday;;;39316
CR;Costa Rica;46023;21273;New Year's Day;;;38230
CR;Costa Rica;46111;33124;Public Sector Holiday (Semana Santa);Government/Tentative;Easter;45753
CR;Costa Rica;46112;33124;Public Sector Holiday (Semana Santa);Government/Tentative;Easter;45753
CR;Costa Rica;46113;33124;Public Sector Holiday (Semana Santa);Government/Tentative;Easter;45753
CR;Costa Rica;46114;21275;Maundy Thursday;;Easter;38230
CR;Costa Rica;46115;21276;Good Friday;;Easter;38230
CR;Costa Rica;46123;21279;Juan Santamaria Day;;;45596
CR;Costa Rica;46143;21280;Labor Day;;;45776
CR;Costa Rica;46228;21283;Guanacaste Day;;;45372
CR;Costa Rica;46236;21284;Lady of the Angels' Day;;;44017
CR;Costa Rica;46249;25551;Mothers' Day / Assumption;;;45282
CR;Costa Rica;46265;34826;Día de la Persona Negra y la Cultura Afrocostarricense;;;44460
CR;Costa Rica;46280;21286;Independence Day;;;44017
CR;Costa Rica;46357;33685;Día de la Abolición del Ejército (date to be confirmed, could move to Mon. Nov. 30);;;45596
CR;Costa Rica;46381;21290;Christmas Day;;;38230
CI;Côte d'Ivoire;46023;21700;New Year's Day;;;38352
CI;Côte d'Ivoire;46098;24626;Day after Lailatou-Kadr (Quran Revelation);;Muslim;45742
CI;Côte d'Ivoire;46101;21716;Korité / Aîd-eI-Fitr (End of Ramadan);;Muslim;45746
CI;Côte d'Ivoire;46118;21703;Easter Monday;;Easter;38352
CI;Côte d'Ivoire;46143;21704;Labour Day;;;41280
CI;Côte d'Ivoire;46156;21706;Ascension Day;;Easter;38352
CI;Côte d'Ivoire;46167;21708;Whit Monday;;Easter;38352
CI;Côte d'Ivoire;46169;21715;Tabaski / Aîd-El-Kébir (Feast of Sacrifice);;Muslim;45458
CI;Côte d'Ivoire;46241;21705;Independence Day (National Day);;;44101
CI;Côte d'Ivoire;46249;21710;Assumption Day;;;38352
CI;Côte d'Ivoire;46260;21714;The Day after the Prophet's Birthday (Maouloud);;Muslim;45903
CI;Côte d'Ivoire;46327;21711;All Saints' Day;;;38352
CI;Côte d'Ivoire;46341;21712;National Peace Day;;;38352
CI;Côte d'Ivoire;46381;21713;Christmas Day;;;44919
HR;Croatia;46023;20850;New Year's Day (Nova godina);;;39621
HR;Croatia;46028;26051;Epiphany (Sveta tri kralja);;;39705
HR;Croatia;46117;34127;Easter Sunday (Uskrs);;Easter;43870
HR;Croatia;46118;20853;Easter Monday (Uskrsni ponedjeljak);;Easter;38230
HR;Croatia;46143;20854;Labour Day (Praznik rada);;;39621
HR;Croatia;46172;20856;National Day (Dan državnosti);;;43870
HR;Croatia;46177;22139;Corpus Christi Day (Tijelovo);;Easter;38541
HR;Croatia;46195;20855;Anti-Fascist Resistance Day (Dan antifašisticke borbe);;;43870
HR;Croatia;46239;20857;Victory and Homeland Thanksgiving Day (Dan pobjede i domovinske zahvalnosti);;;44155
HR;Croatia;46249;20858;Assumption Day (Velika Gospa);;;39621
HR;Croatia;46327;20859;All Saints' Day (Svi Sveti);;;39621
HR;Croatia;46344;33964;Homeland War Victims Remembrance Day (Dan sjecanja na žrtve Domovinskog rata);;;44155
HR;Croatia;46381;20860;Christmas Day (Božic);;;39621
HR;Croatia;46382;20861;Saint Stephen's Day (Sveti Stjepan);;;39621
CU;Cuba;46023;21325;Liberation Day (Día de la Liberación);;;44402
CU;Cuba;46024;25749;Victory Day (Día de la Victoria);;;44402
CU;Cuba;46115;30465;Good Friday (Viernes Santo);;Easter;43832
CU;Cuba;46143;21326;Labor Day (Día Internacional de los Trabajadores);;;43832
CU;Cuba;46228;34090;Revolution Anniversary (Conmemoración al asalto al Cuartel Moncada);;;44402
CU;Cuba;46229;34091;Revolution Anniversary (Día de la Rebeldía Nacional);;;45865
CU;Cuba;46230;34092;Revolution Anniversary (Conmemoración del asalto a Moncada);;;44402
CU;Cuba;46231;36373;Revolution Anniversary Holiday;Tentative;;45865
CU;Cuba;46305;21328;Independence Day (Día de la Independencia);;;43832
CU;Cuba;46381;21329;Christmas Day (Día de Navidad);;;45865
CU;Cuba;46387;25748;New Year's Eve (Fiesta de Fin de Año);;;44402
CW;Curaçao;46023;29616;New Year's Day;;;40603
CW;Curaçao;46069;29618;Carnival Holiday;;Easter;40603
CW;Curaçao;46115;29619;Good Friday;;Easter;40603
CW;Curaçao;46117;29620;Easter;;Easter;40603
CW;Curaçao;46118;29621;Easter Monday / Seú Harvest Parade;;Easter;40603
CW;Curaçao;46139;30868;King's Birthday;;;45669
CW;Curaçao;46143;29623;Labour Day;;;45767
CW;Curaçao;46156;29624;Ascension Day;;Easter;40603
CW;Curaçao;46166;29626;Whit Sunday (Pentecost);;Easter;40603
CW;Curaçao;46205;29628;Curaçao National Flag and Anthem Day (Day of Himno and Bandera);;;45565
CW;Curaçao;46305;30145;Curaçao Day (Day of the Korsou Country);;;45565
CW;Curaçao;46381;29635;Christmas Day;;;40603
CW;Curaçao;46382;29636;Second Day of Christmas;;;40603
CW;Curaçao;46387;36221;New Year's Eve;Banks;;45669
CY;Cyprus;46023;19227;New Year's Day;;;38230
CY;Cyprus;46028;19228;Epiphany;;;38230
CY;Cyprus;46039;36529;Public Holiday (funeral of former President George Vassiliou);;2026 Only;46038
CY;Cyprus;46076;19229;Ash Monday / Clean Monday (Kathara Deftera);;Orth. Easter;39476
CY;Cyprus;46106;19230;Greek Independence Day;;;38539
CY;Cyprus;46113;19231;Greek Cypriot Day (EOKA Day);;;39274
CY;Cyprus;46122;19232;Orthodox Good Friday;;Orth. Easter;38230
CY;Cyprus;46125;19234;Orthodox Easter Monday;;Orth. Easter;38230
CY;Cyprus;46126;20071;Orthodox Easter Tuesday;Banks;Orth. Easter;40287
CY;Cyprus;46143;19235;May Day;;;38904
CY;Cyprus;46174;19237;Orthodox Whit Monday (Kataklysmos);;Orth. Easter;39274
CY;Cyprus;46249;19239;Assumption Day;;;38230
CY;Cyprus;46296;19240;Cyprus Independence Day;;;39476
CY;Cyprus;46323;19241;Ochi Day (Greek National Day);;;39476
CY;Cyprus;46381;19242;Christmas Day;;;38230
CY;Cyprus;46382;19243;Second Day of Christmas;;;38230
CZ;Czech Republic;46023;17982;New Year's Day;;;38230
CZ;Czech Republic;46115;31477;Good Friday;;Easter;42379
CZ;Czech Republic;46118;17984;Easter Monday;;Easter;38230
CZ;Czech Republic;46143;17985;May Day / EU Accession Anniversary;;;45451
CZ;Czech Republic;46150;17986;Liberation Day;;;38230
CZ;Czech Republic;46208;17987;Saints Cyril and Methodius' Day;;;38905
CZ;Czech Republic;46209;17988;Jan Hus Day;;;38230
CZ;Czech Republic;46293;17989;Czech Statehood Day;;;39476
CZ;Czech Republic;46323;17990;Independence Day;;;38538
CZ;Czech Republic;46343;17991;Freedom and Democracy Day;;;38538
CZ;Czech Republic;46380;17992;Christmas Eve;;;38230
CZ;Czech Republic;46381;17993;Christmas Day;;;38230
CZ;Czech Republic;46382;17994;Second Day of Christmas;;;38538
DK;Denmark;46023;19176;New Year's Day;;;38535
DK;Denmark;46114;19177;Maundy Thursday;;Easter;38230
DK;Denmark;46115;19178;Good Friday;;Easter;38230
DK;Denmark;46117;19179;Easter;;Easter;40288
DK;Denmark;46118;19180;Easter Monday;;Easter;38230
DK;Denmark;46156;19182;Ascension Day;;Easter;38230
DK;Denmark;46157;25926;Bank Holiday;Banks;Easter;39503
DK;Denmark;46166;19183;Whit Sunday (Pentecost);;Easter;40288
DK;Denmark;46167;19184;Whit Monday;;Easter;38230
DK;Denmark;46178;19185;Constitution Day (Grundlovsdag);Banks/Other;;45242
DK;Denmark;46380;20075;Christmas Eve;Banks/Other;;45242
DK;Denmark;46381;19186;Christmas Day;;;38230
DK;Denmark;46382;19187;Second Day of Christmas;;;38230
DK;Denmark;46387;24440;Bank Holiday;Banks;;43477
DJ;Djibouti;46023;22592;New Year's Day (Gregorian);;;39304
DJ;Djibouti;46038;22598;Al Isra et Al Mirague (The Prophet's Ascension);;Muslim;42126
DJ;Djibouti;46101;22599;Aïd el Fitre (End of Ramadan);;Muslim;39512
DJ;Djibouti;46102;22599;Aïd el Fitre Holiday;;Muslim;39512
DJ;Djibouti;46143;22596;Labour Day;;;38569
DJ;Djibouti;46168;22593;Youm Arafat;;Muslim;42504
DJ;Djibouti;46169;22593;Aïd el Addha (Feast of Sacrifice);;Muslim;42504
DJ;Djibouti;46170;22593;Aïd el Addha Holiday;;Muslim;42504
DJ;Djibouti;46189;22594;Awal Mouharam (Islamic New Year);;Muslim;39512
DJ;Djibouti;46200;22595;National Day;;;39485
DJ;Djibouti;46201;22595;National Day Holiday;;;39485
DJ;Djibouti;46259;22597;Mouloud (The Prophet's Birthday);;Muslim;42126
DM;Dominica;46023;22843;New Year's Day;;;44923
DM;Dominica;46069;22845;Carnival Monday;;Easter;44590
DM;Dominica;46070;24602;Carnival Tuesday;;Easter;44590
DM;Dominica;46115;22847;Good Friday;;Easter;38578
DM;Dominica;46118;22849;Easter Monday;;Easter;38578
DM;Dominica;46146;22851;Labour Day;;;43843
DM;Dominica;46167;22857;Whit Monday;;Easter;38578
DM;Dominica;46237;22858;Emancipation Day (August Monday);;;43843
DM;Dominica;46329;22855;Independence Day;;;41320
DM;Dominica;46330;22844;National Day of Community Service;;;43843
DM;Dominica;46381;22853;Christmas Day;;;44213
DM;Dominica;46382;22854;Boxing Day;;;44213
DO;Dominican Republic;46023;21352;New Year's Day;;;38230
DO;Dominican Republic;46027;30821;Epiphany Holiday;;;43056
DO;Dominican Republic;46043;21354;Lady of Altagracia Day;;;38230
DO;Dominican Republic;46048;30822;Juan Pablo Duarte Day;;;42307
DO;Dominican Republic;46080;21356;Independence Day;;;38230
DO;Dominican Republic;46113;35910;Holy Wednesday;Government/Afternoon/Tentative;Easter;45763
DO;Dominican Republic;46114;34736;Maundy Thursday;Government;Easter;45374
DO;Dominican Republic;46115;21357;Good Friday;;Easter;38230
DO;Dominican Republic;46146;21359;Labor Day Holiday;;;43056
DO;Dominican Republic;46177;21362;Corpus Christi;;Easter;45249
DO;Dominican Republic;46250;25924;Restoration Day;;;40745
DO;Dominican Republic;46289;21361;Lady of Mercedes Day;;;39300
DO;Dominican Republic;46335;21363;Constitution Day Holiday;;;43056
DO;Dominican Republic;46381;21364;Christmas Day;;;38230
TL;East Timor;46023;21185;New Year's Day;;;38230
TL;East Timor;46024;36198;New Year Holiday;Government;;46001
TL;East Timor;46070;35573;Chinese New Year;Government/Tentative;Chinese Lunar;45685
TL;East Timor;46071;30423;Ash Wednesday;Government/Tentative;Easter;45715
TL;East Timor;46084;33074;Veterans Day;;;42756
TL;East Timor;46101;25348;Idulfitri (End of Ramadan);;Muslim;45679
TL;East Timor;46114;30425;Holy Thursday;Government/Tentative;Easter;45757
TL;East Timor;46115;21186;Holy Friday;;Easter;38230
TL;East Timor;46118;30426;Easter Monday;Government/Tentative;Easter;45757
TL;East Timor;46143;21187;Labour Day;;;39286
TL;East Timor;46162;21188;Independence Restoration Day;;;38558
TL;East Timor;46169;25347;Idul Adha (Feast of Sacrifice);;Muslim;45322
TL;East Timor;46177;25346;Feast of the Body of God (Corpus Christi);;Easter;39286
TL;East Timor;46264;21190;Popular Consultation Day;;;45522
TL;East Timor;46327;21192;All Saints' Day;;;38230
TL;East Timor;46328;25345;All Souls' Day;;;39286
TL;East Timor;46329;35738;National Women's Day;;;45165
TL;East Timor;46338;21193;National Youth Day;;;39286
TL;East Timor;46354;22238;Proclamation of Independence Day;;;39286
TL;East Timor;46363;24549;Memorial Day;;;42935
TL;East Timor;46364;21194;Immaculate Conception Day;;;38230
TL;East Timor;46381;21195;Christmas Day;;;38230
TL;East Timor;46387;33177;National Heroes Day;;;42935
EC;Ecuador;46023;20741;New Year's Day;;;42723
EC;Ecuador;46024;36164;New Year Holiday;;2026 Only;45989
EC;Ecuador;46069;25040;Carnaval;;Easter;45316
EC;Ecuador;46070;25040;Carnaval;;Easter;45316
EC;Ecuador;46115;20744;Good Friday;;Easter;43931
EC;Ecuador;46143;20746;Labor Day;;;43218
EC;Ecuador;46166;20747;Battle of Pichincha Day;;;43976
EC;Ecuador;46167;20747;Battle of Pichincha Holiday;;;43976
EC;Ecuador;46227;24588;Guayaquil Day Holiday;Municipal;;44867
EC;Ecuador;46228;24588;Guayaquil Day;Municipal;;44867
EC;Ecuador;46244;20749;National Day;;;42723
EC;Ecuador;46304;20750;Guayaquil Independence Day;;;45933
EC;Ecuador;46328;20752;All Souls' Day;;;42973
EC;Ecuador;46329;20753;Cuenca Independence Day;;;42973
EC;Ecuador;46362;20754;Quito Day;Municipal;;44867
EC;Ecuador;46363;20754;Quito Day Holiday;Municipal;;44867
EC;Ecuador;46381;20755;Christmas;;;42723
EC;Ecuador;46387;24587;Bank Holiday;Banks;;44561
EG;Egypt;46023;30685;Bank Holiday;Banks;;41283
EG;Egypt;46029;20084;Eastern/Coptic Christmas;;;44565
EG;Egypt;46051;28651;January Revolution and National Police Day Holiday;;;46041
EG;Egypt;46101;20089;Eid al-Fitr (End of Ramadan);;Muslim (ESA);45746
EG;Egypt;46102;20089;End of Ramadan Holiday;;Muslim (ESA);45746
EG;Egypt;46103;25299;End of Ramadan Holiday;Government;Muslim (ESA);45742
EG;Egypt;46124;35947;Coptic Easter;Banks/Other;Orth. Easter;45406
EG;Egypt;46125;20087;Sham el Nessim;;Orth. Easter;38563
EG;Egypt;46137;20076;Sinai Liberation Day;;;46024
EG;Egypt;46143;20077;Labour Day;;;46024
EG;Egypt;46168;20090;Wakfet Arafat;;Muslim (ESA);45420
EG;Egypt;46169;20090;Eid al Adha (Feast of Sacrifice);;Muslim (ESA);45420
EG;Egypt;46170;20090;Al Adha Holiday;;Muslim (ESA);45420
EG;Egypt;46171;25297;Al Adha Holiday;;Muslim (ESA);45810
EG;Egypt;46172;25298;Al Adha Holiday;;Muslim (ESA);45810
EG;Egypt;46191;20091;El Hijra (Islamic New Year) (might move back to June 17);;Muslim (ESA);46024
EG;Egypt;46204;30446;Bank Holiday;Banks;;45099
EG;Egypt;46205;31311;June 30th Anniversary Holiday (might move back to June 30);;;46024
EG;Egypt;46226;20079;Revolution Day (National Day);;;46024
EG;Egypt;46261;20092;Moulid El Nabi Holiday (might move back to Aug. 26);;Muslim (ESA);46024
EG;Egypt;46303;20080;Armed Forces Day Holiday (might move back to Oct. 6);;;46024
SV;El Salvador;46023;21243;New Year's Day;;;38230
SV;El Salvador;46024;33718;Public Sector Holiday;Government;;44920
SV;El Salvador;46109;33716;Public Sector Holiday;Government;Easter;43481
SV;El Salvador;46110;33716;Public Sector Holiday;Government;Easter;43481
SV;El Salvador;46111;33716;Public Sector Holiday;Government;Easter;43481
SV;El Salvador;46112;33716;Public Sector Holiday;Government;Easter;43481
SV;El Salvador;46113;36506;Bank Holiday (optional);Banks;Easter;46028
SV;El Salvador;46113;33716;Public Sector Holiday;Government;Easter;43481
SV;El Salvador;46114;21245;Maundy Thursday;;Easter;38230
SV;El Salvador;46115;21246;Good Friday;;Easter;38230
SV;El Salvador;46116;24573;Holy Saturday;;Easter;38932
SV;El Salvador;46143;21249;Labor Day;;;38230
SV;El Salvador;46152;32573;Día de la Madre;;;42474
SV;El Salvador;46190;30817;Día del Padre;;;41434
SV;El Salvador;46235;33717;Public Sector Holiday;Government;;43481
SV;El Salvador;46236;33717;Public Sector Holiday;Government;;43481
SV;El Salvador;46237;36505;Bank Holiday (optional);Banks;;46028
SV;El Salvador;46237;24576;Fiesta de San Salvador (San Salvador);Municipal;;42217
SV;El Salvador;46237;33717;Public Sector Holiday;Government;;43481
SV;El Salvador;46238;33717;Public Sector Holiday;Government;;43481
SV;El Salvador;46239;36503;Bank Holiday (optional);Banks;;46028
SV;El Salvador;46239;31338;Fiesta de San Salvador (San Salvador);Municipal;;42217
SV;El Salvador;46239;33717;Public Sector Holiday;Government;;43481
SV;El Salvador;46240;21251;Celebración del Divino Salvador del Mundo;;;42476
SV;El Salvador;46280;21253;Independence Day;;;38230
SV;El Salvador;46328;21255;All Souls' Day (Día de los Muertos);;;42476
SV;El Salvador;46380;36504;Bank Holiday (optional);Banks;;46028
SV;El Salvador;46380;33718;Public Sector Holiday;Government;;44920
SV;El Salvador;46381;21258;Christmas Day;;;38230
SV;El Salvador;46382;33718;Public Sector Holiday;Government;;44920
SV;El Salvador;46383;33718;Public Sector Holiday;Government;;44920
SV;El Salvador;46384;33718;Public Sector Holiday;Government;;44920
SV;El Salvador;46385;33718;Public Sector Holiday;Government;;44920
SV;El Salvador;46386;33718;Public Sector Holiday;Government;;44920
SV;El Salvador;46387;24575;Bank Holiday (optional);Banks;;46028
SV;El Salvador;46387;33718;Public Sector Holiday;Government;;44920
ER;Eritrea;46023;22588;New Year's Day;;;38569
ER;Eritrea;46029;22575;Leddet (Coptic Christmas);;Orthodox;45490
ER;Eritrea;46041;22576;Timket (Coptic Epiphany);;Ethiopic;39304
ER;Eritrea;46089;22578;Women's Day;;;40212
ER;Eritrea;46101;22587;Ed'Al Fetir / Eid Al-Fater (End of Ramadan);;Muslim;45490
ER;Eritrea;46122;22579;Coptic Good Friday;;Orth. Easter;45490
ER;Eritrea;46124;22580;Tensae (Coptic Easter);;Orth. Easter;45490
ER;Eritrea;46143;22581;May Day;;;40212
ER;Eritrea;46166;22583;Independence Day;;;38569
ER;Eritrea;46169;22577;Ed'Al Adha (Feast of Sacrifice);;Muslim;45490
ER;Eritrea;46193;22589;Martyrs' Day;;;38569
ER;Eritrea;46259;22582;Eid Al-Maulid Anebi (The Prophet's Birthday);;Muslim;45490
ER;Eritrea;46266;22590;Revolution Day (Bahti Meskerem);;;39480
ER;Eritrea;46276;22585;Keddus Johannes (Geez New Year);;Ethiopic;45490
ER;Eritrea;46292;22586;Meskel (Discovery of the True Cross);;Ethiopic;45490
EE;Estonia;46023;19244;New Year's Day;;;38230
EE;Estonia;46076;35949;Shortened Workday;Other/Afternoon;;45389
EE;Estonia;46077;19245;Iseseisvuspäev (Independence Day);;;38230
EE;Estonia;46115;19246;Good Friday;;Easter;38230
EE;Estonia;46117;19247;Easter;;Easter;38230
EE;Estonia;46143;19248;Kevadpüha (Spring Day);;;38230
EE;Estonia;46166;19249;Whit Sunday (Pentecost);;Easter;38230
EE;Estonia;46195;35950;Shortened Workday;Other/Afternoon;;45389
EE;Estonia;46196;19250;Victory Day;;;38230
EE;Estonia;46197;19251;Midsummer's Day / Saint John's Day;;;38540
EE;Estonia;46254;19252;Independence Restoration Day;;;39277
EE;Estonia;46379;35951;Shortened Workday;Other/Afternoon;;45389
EE;Estonia;46380;24474;Christmas Eve;;;39509
EE;Estonia;46381;19253;Christmas Day;;;38230
EE;Estonia;46382;19254;Second Day of Christmas;;;38540
EE;Estonia;46387;25811;Shortened Workday;Other/Afternoon;;45389
SZ;eSwatini;46023;21977;New Year's Day;;;40533
SZ;eSwatini;46028;21989;Incwala Day;;Lunisolar;46025
SZ;eSwatini;46097;36250;Lutsangu Day (date to be confirmed);;Lunisolar;45724
SZ;eSwatini;46115;21978;Good Friday;;Easter;38459
SZ;eSwatini;46118;21980;Easter Monday;;Easter;38459
SZ;eSwatini;46131;21981;King's Birthday;;;42425
SZ;eSwatini;46132;21981;King's Birthday Holiday;;;42425
SZ;eSwatini;46137;21982;National Flag Day;;;43175
SZ;eSwatini;46143;21983;Workers' Day;;;42127
SZ;eSwatini;46156;21984;Ascension Day;;Easter;38459
SZ;eSwatini;46265;24661;Umhlanga / Reed Dance Public Holiday (date to be confirmed);;;45877
SZ;eSwatini;46271;21986;Somhlolo Day (Independence Day);;;39512
SZ;eSwatini;46272;21986;Somhlolo Day Holiday;;;39512
SZ;eSwatini;46381;21987;Christmas Day;;;40886
SZ;eSwatini;46382;21988;Boxing Day;;;40533
SZ;eSwatini;46383;21989;Incwala Day (date to be confirmed);;Lunisolar;46025
SZ;eSwatini;46384;21989;Incwala Holiday;Tentative;Lunisolar;46025
ET;Ethiopia;46029;21196;Genna (Ethiopian Christmas);;Ethiopic;45770
ET;Ethiopia;46041;21198;Timket (Epiphany);;Ethiopic;40928
ET;Ethiopia;46083;21199;Adwa Victory Day;;;40928
ET;Ethiopia;46101;21206;Id Al Fetir (End of Ramadan);;Muslim;43620
ET;Ethiopia;46122;21200;Siklet (Ethiopian Good Friday);;Orth. Easter;39477
ET;Ethiopia;46124;21201;Fasika (Ethiopian Easter);;Orth. Easter;39477
ET;Ethiopia;46143;22570;International Labour Day;;;38940
ET;Ethiopia;46147;22571;Arbegnoch Qen (Patriots' Victory Day);;;38940
ET;Ethiopia;46169;21204;Id Al Adaha / Arefa (Feast of Sacrifice);;Muslim;42021
ET;Ethiopia;46260;21205;Mawlid (The Prophet's Birthday);;Muslim;45550
ET;Ethiopia;46276;21197;Enkutatash (Ethiopian New Year);;Ethiopic;39477
ET;Ethiopia;46292;21203;Meskel (Discovery of the True Cross);;Ethiopic;39304
FK;Falkland Islands;46023;21620;New Year's Day;;;39271
FK;Falkland Islands;46115;21621;Good Friday;;Easter;38350
FK;Falkland Islands;46187;21625;Liberation Day;;;39271
FK;Falkland Islands;46188;21625;Liberation Day Holiday;;;39271
FK;Falkland Islands;46300;21626;Peat Cutting Day (Spring Holiday);;;42024
FK;Falkland Islands;46340;35498;Birthday of His Majesty King Charles III;;;44870
FK;Falkland Islands;46342;35498;King's Birthday  Holiday;;;44870
FK;Falkland Islands;46364;22709;Battle Day;;;39271
FK;Falkland Islands;46381;21627;Christmas Day;;;39991
FK;Falkland Islands;46382;24447;Boxing Day;;;39991
FK;Falkland Islands;46384;24447;1st day of Stanley Races;;;39991
FK;Falkland Islands;46385;24448;2nd day of Stanley Races;;;39271
FK;Falkland Islands;46386;22710;Government Holidays;Government;;38576
FK;Falkland Islands;46387;22710;Government Holidays;Government;;38576
FO;Faroe Islands;46023;21514;New Year's Day;;;38350
FO;Faroe Islands;46114;21515;Maundy Thursday;;Easter;38350
